,title,Movie_Rating,No_of_Ratings,Format,ReleaseYear,MPAA_Rating,Directed_By,Starring,Price
1796,Hotel Transylvania,4.8,33545,Prime Video,2012,PG,Genndy Tartakovsky,"Adam Sandler,Andy Samberg,Selena Gomez,Kevin James",3.89
1797,The Croods: A New Age,4.7,104063,Prime Video,2020,PG,Joel Crawford,"Nicolas Cage,Emma Stone,Ryan Reynolds",3.79
1798,Knocked Up,4.6,6145,Prime Video,2007,R,Judd Apatow,"Jonah Hill,Martin Starr,Paul Rudd,Katherine Heigl",
1799,Live Free or Die Hard,4.7,6400,Prime Video,2007,PG-13,Len Wiseman,"Bruce Willis,Justin Long,Timothy Olyphant",
1800,Blippi's Snowflake Scavenger Hunt,4.2,34,Prime Video,2014,,---,Stevin John,3.99
1801,Avarice,4.0,702,Prime Video,2022,,John V. Soto,"Gillian Alexy,Luke Ford,Alexandra Nell,Ryan Panizza",1.99
1802,Mercenary,4.0,53,Prime Video,1997,,Avi Nesher,"Olivier Gruner,John Ritter,Robert Culp,Ed Lauter",
1803,Dressed to Kill,4.4,1307,Prime Video,1980,R,Brian De Palma,"Angie Dickenson,Michael Caine,Nancy Allen",
1804,Jose Canseco: The Truth Hurts,4.2,63,Prime Video,2016,,Bill McAdams Jr.,Jose Conseco,
1805,Octopussy,4.6,2079,Prime Video,1983,PG,John Glen,"Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn",
1806,Rec 2,4.1,267,Prime Video,2009,R,"Jaume Balagueró,Paco Plaza","Jonathan Mellor,Óscar Sanchez Zafra,Ariel Casas",12.99
1807,Late Night,4.1,3705,Prime Video,2019,R,Nisha Ganatra,"Emma Thompson,Mindy Kaling,John Lithgow",
1808,Who Made the Potatoe Salad,4.2,97,Prime Video,2006,,Coke Daniels,"Jaleel White,DeRay Davis,Eddie Griffin",
1809,Return of Sabata,4.1,93,Prime Video,1972,PG,Gianfranco Parolini,"Lee Van Cleef,Reiner Schöne,Giampiero Albertini",
1810,The Quest,4.6,1538,Prime Video,1996,PG-13,Jean-Claude Van Damme,"Jean-Claude Van Damme,Roger Moore,James Remar",3.99
1811,Memories,4.7,642,Prime Video,1995,,Katsuhiro Otomo,Tsutomu Isobe,1.99
1812,Tracers,4.4,525,Prime Video,2015,PG-13,Daniel Benmayor,"Taylor Lautner,Marie Avgeropoulos,Adam Rayner",
1813,Boogie,4.0,4786,Prime Video,2021,R,Eddie Huang,"Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.",
1814,Cantinflas ESP,4.5,972,Prime Video,2014,PG,Sebastian del Amo,"Oscar Jaenada,Michael Imperioli,Ilse Salas",3.99
1815,Exodus: Gods and Kings,4.3,15638,Prime Video,2014,PG-13,Ridley Scott,"Christian Bale,Joel Edgerton,John Turturro,Aaron Paul",
1816,The Killer,4.5,239,Prime Video,2023,,Choi Jae-hoon,"Jang Hyuk,Lee Seo-young,Bruce Khan",3.99
1817,Stage Mother,4.4,5597,Prime Video,2020,,Thom Fitzgerald,"Jacki Weaver,Lucy Liu,Adrian Grenier,Mya Taylor",
1818,Primal Doubt,5.0,1,Prime Video,2007,,Yelena Lanskaya,"Janine Turner,Costas Mandylor,Maeve Quinlan",
1819,Mistletoe Mixup,4.1,315,Prime Video,2021,PG,Andrew Lawrence,"Matthew Lawrence,Danielle C. Ryan,Joey Lawrence",
1820,Autumn Stables,4.5,224,Prime Video,2018,,Andrew Cymek,"Cindy Busby,Kevin McGarry,Alys Crocker,Dan Karpenchuk",1.79
1821,The Gift,4.7,539,Prime Video,2001,R,---,"Cate Blanchett,Gary Cole,Kim Dickens,Stuart Greer",
1822,Jesse Stone: Death in Paradise,4.8,6925,Prime Video,2006,,Robert Harmon,"Tom Selleck,Viola Davis,Vito Rezza,Kohl Sudduth",3.99
1823,Big Momma's House,4.7,3918,Prime Video,2000,PG-13,Raja Gosnell,"Martin Lawrence,Nia Long,Paul Giamatti",
1824,Dead Presidents,4.7,4239,Prime Video,1995,R,"Albert Hughes,Allen Hughes","Larenz Tate,Keith David,Chris Tucker,Terrence Howard",3.79
1825,Beauty Shop,4.8,3111,Prime Video,2005,PG-13,Billie Woodruff,"Queen Latifah,Alicia Silverstone,Andie MacDowell",3.49
1826,JFK: The Smoking Gun,4.3,290,Prime Video,2013,,Malcolm Mcdonald,"Larry Day,Tod Fennell,Arthur Holden,Alex Ivanovici",
1827,Monster Island,4.4,169,Prime Video,2009,,Leopoldo Aguilar,"Phillip Adrian Vasquez,Roger L. Jackson,Johnny Rose",
1828,Secrets of the Shroud,4.8,23,Prime Video,2005,,,Gary Grieg,
1829,Shaft,4.6,3495,Prime Video,2000,R,John Singleton,"Samuel L. Jackson,Vanessa Williams,Jeffrey Wright",3.79
1830,THE LEGEND & BUTTERFLY,4.1,24,Prime Video,2023,,Keishi Otomo,"Takuya Kimura,Haruka Ayase,Hideaki Ito,Miki Nakatani",
1831,The Nest,4.2,21,Prime Video,2019,,Roberto De Feo,"Francesca Cavallin,Justin Korovkin",
1832,"The British Virgin Islands - Caribbean, Crown and Crab Racing",4.1,5,Prime Video,2018,,,Steffen Schneider,
1833,Sliver,4.3,1358,Prime Video,1993,,Phillip Noyce,"Sharon Stone,William Baldwin,Tom Berenger",2.99
1834,Mommy Dead and Dearest,4.3,119,Prime Video,2017,,Erin Lee Carr,"Jim Arnott,Gypsy Rose Blanchard,David Blanchard",
1835,Erased,4.2,6212,Prime Video,2013,R,Philipp Stölzl,"Aaron Eckhart,Olga Kurylenko,Liana Liberato",
1836,The Doors,4.6,4314,Prime Video,1991,,---,"Val Kilmer,Meg Ryan,Kyle MacLachlan,Frank Whaley",3.99
1837,Beauty And The Beast,4.6,1259,Prime Video,2016,PG-13,Christophe Gans,"Vincent Cassel,Lea Seydoux,Andre Dussollier",
1838,Kicking And Screaming,4.6,3100,Prime Video,2005,PG,Jesse Dylan,"Will Ferrell,Robert Duvall,Mike Ditka",
1839,True To The Game,4.7,3374,Prime Video,2017,R,Preston A. Whitmore II,"Vivica A. Fox,Columbus Short,Nelsan Ellis",
1840,Harry Potter And The Prisoner Of Azkaban,4.9,59720,Prime Video,2004,PG,Alfonso Cuarón,"Daniel Radcliffe,Rupert Grint,Emma Watson",3.79
1841,The Exorcist,4.6,16759,Prime Video,1973,R,William Friedkin,"Ellen Burstyn,Max von Sydow,Linda Blair",3.99
1842,The Fighter,4.7,3195,Prime Video,2010,,David O. Russell,"Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo",3.89
1843,Halloween: Resurrection,4.4,3945,Prime Video,2002,R,Rick Rosenthal,"Jamie Lee Curtis,Busta Rhymes,Bianca Kajlich",2.99
1844,Marineland Carnival with The Munsters TV Cast Members,4.4,129,Prime Video,1965,,Various,"Fred Gwynne,Yvonne De Carlo,Al Lewis,Pat Priest",
1845,Chernobyl Diaries,4.4,3339,Prime Video,2012,R,"Bradley Parker,Brad Parker","Ingrid Bolso Berdal,Dimitri Diatchenko",
1846,The Reality of Love,4.3,274,Prime Video,2004,,Sheldon Larry,"Bradley Cooper,Jason Priestley,Emma Caulfield Ford",
1847,Tyler Perry's A Madea Christmas - The Play,4.6,3119,Prime Video,2011,,Tyler Perry,"Tyler Perry,Cassi Davis",3.99
1848,Harry Potter: The Complete 8-Film Collection [DVD],4.8,86512,DVD,,,"Chris Columbus,Alfonso Cuaron,Mike Newell,David Yates","Daniel Radcliffe,Rupert Grint,Emma Watson",49.99
1849,The Score,4.6,2085,Prime Video,2001,R,Frank Oz,"Robert De Niro,Edward Norton,Angela Bassett",
1850,Reminiscence,4.1,1876,Prime Video,2021,PG-13,Lisa Joy,"Hugh Jackman,Rebecca Ferguson,Thandiwe Newton",
1851,Judy,4.3,23305,Prime Video,2019,PG-13,---,"Renée Zellweger,Rufus Sewell,Michael Gambon",3.99
1852,Butter (2011),4.1,1931,Prime Video,2011,R,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry",
1853,Red Wing,4.0,300,Prime Video,2013,PG-13,Will Wallace,"Glen Powell,Breann Johnson,Bill Paxton,Luke Perry",
1854,The Monster Squad,4.7,4929,Prime Video,1987,PG-13,Fred Dekker,"Andre Gower,Stephen Macht,Tom Noonan,Ryan Lambert",3.99
1855,Apache Warrior,4.5,226,Prime Video,2017,,"David Salzberg,Christian Tureaud","Mike Barbee,Kevin Christensen,Carrie Bruhl",
1856,The Last House On The Left (Unrated),4.2,1339,Prime Video,1972,R,Wes Craven,"Marc Sheffler,David Hess",
1857,"South Park: Bigger, Longer & Uncut",4.8,6947,Prime Video,1999,,Trey Parker,"Eric Idle,George Clooney,Isaac Hayes,Trey Parker",3.59
1858,Girls Just Want to Have Fun,4.8,1856,Prime Video,1985,,Alan Metter,"Sarah Jessica Parker,Helen Hunt,Shannen Doherty",2.99
1859,Paradise Highway,4.2,3840,Prime Video,2022,R,Anna Gutto,"Cameron Monaghan,Frank Grillo,Morgan Freeman",
1860,Night Passage,4.8,9478,Prime Video,2006,,Robert Harmon,"Tom Selleck,Stephen Baldwin,Stephanie March",3.59
1861,Bill & Ted's Excellent Adventure,4.6,14024,Prime Video,1989,PG,Stephen Herek,"Keanu Reeves,Alex Winter,Bernie Casey",
1862,Chef,4.8,12545,Prime Video,2014,R,Jon Favreau,"Jon Favreau,Sofía Vergara,John Leguizamo",
1863,Hello,4.2,21,Prime Video,2022,,Tamara Bass,"Eva Marcille,Deborah Joy Winans,Mahdi Cocci",
1864,Jerry Lewis: The Man Behind the Clown,4.4,12,Prime Video,2016,,Gregory Monro,"Martin Scorsese,Sean Hayes,Tony Lewis,Pierre Etaix",
1865,Uncle P,4.3,117,Prime Video,2008,PG,Bernard Gourley,"Master P,Romeo Miller,Tony Cox",
1866,The World is Not Enough,4.6,2769,Prime Video,1999,PG-13,Michael Apted,"Pierce Brosnan,Denise Richards,Sophie Marceau",3.89
1867,Furry Vengeance,4.6,1456,Prime Video,2010,PG,Roger Kumble,"Brendan Fraser,Brooke Shields,Angela Kinsey",
1868,Hansel & Gretel Get Baked,4.2,206,Prime Video,2013,,Duane Journey,"Lara Flynn Boyle,Molly C. Quinn,Michael Welch",
1869,Caged Animal,4.2,176,Prime Video,2010,R,Ryan Combs,"Ving Rhames,Nipsey Hussle,Gillie Da Kid",9.99
1870,The Killing Secret,4.5,222,Prime Video,1997,,Noel Nosseck,"Ari Meyers,Soleil Moon Frye,John O'Hurley,Tess Harper",
1871,Uncle Frank,4.7,3045,Prime Video,2020,R,Alan Ball,"Paul Bettany,Sophia Lillis,Peter Macdissi,Judy Greer",
1872,Snoop Dogg's Hood of Horror,4.4,227,Prime Video,2006,R,Stacy Title,"Snoop Dogg,Hawthorne James,Danny Trejo",
1873,Foreclosure,4.0,2,Prime Video,2022,,Brett Bentman,"Samara Gonzalez,Derrick Redford,Brooks Ryan",
1874,Tyler Perry's Daddy's Little Girls,4.8,1171,Prime Video,2007,PG-13,Tyler Perry,"Gabrielle Union,Idris Elba,Louis Gossett Jr.",
1875,Saw II,4.5,1451,Prime Video,2005,R,Darren Lynn Bousman,"Tobin Bell,Noam Jenkins,Shawnee Smith,Donnie Wahlberg",
1876,Romance in Hawaii,5.0,9,Prime Video,2022,G,Nanea Miyata,"Kelley Jakle,Cedric Jonathan,Peter Porte",
1877,The Mechanic,4.6,1256,Prime Video,1972,PG,Michael Winner,"Charles Bronson,Jan-Michael Vincent,Keenan Wynn",
1878,Leprechaun 6: Back 2 Tha Hood,4.3,423,Prime Video,2003,R,Steven Ayromlooi,"Warwick Davis,Tangi Miller,Laz Alonso,Sticky Fingaz",2.99
1879,Doc West,4.4,189,Prime Video,2010,PG,"Terence Hill,Giulio Base","Terence Hill,Paul Sorvino,Ornella Muti",
1880,The Monkey King 2,4.5,578,Prime Video,2016,,Soi Cheang,"Aaron Kwok,Gong Li,Shaofeng Feng",
1881,Hotel Artemis,4.2,4794,Prime Video,2018,R,Drew Pearce,"Jodie Foster,Sofia Boutella,Dave Bautista",
1882,Good Night Oppy,4.8,795,Prime Video,2022,PG,,Ryan White,
1883,Heavenly Deposit,4.5,451,Prime Video,2019,,"George Vincent,Rick Irvin","John Savage,Peter Jason,Barry Van Dyke,Alisa Reyes",
1884,The Engagement Ring,4.4,162,Prime Video,2005,PG-13,Steven Schachter,"Patricia Heaton,Vincent Spano,Tony Lo Bianco",
1885,Romance in the Wilds,4.1,682,Prime Video,2021,,Justin G. Dyck,"Kaitlyn Leeb,Victor Zinck Jr.,Melinda Shankar",
1886,Dinner Rush,4.7,387,Prime Video,2001,R,Bob Giraldi,"Danny Aiello,John Rothman,Edoardo Ballerini,Vivian Wu",3.99
1887,The Midwife's Deception,4.1,39,Prime Video,2018,,Letia Clouston,"Katie Savoy,Penelope Mitchell,Billy Armstrong",1.99
1888,Knives Out,4.6,92245,Prime Video,2019,PG-13,Rian Johnson,"Daniel Craig,Chris Evans,Jamie Lee Curtis",3.79
1889,My Big Fat Greek Wedding 2,4.7,12295,Prime Video,2016,PG-13,Kirk Jones,"Nia Vardalos,John Corbett,Lainie Kazan,Gia Carides",3.99
1890,Wild Things,4.5,3200,Prime Video,1998,R,John McNaughton,"Kevin Bacon,Matt Dillon,Neve Campbell,Theresa Russell",3.59
1891,Four Four Forty Four,4.4,14,Prime Video,2022,,Izu Ojukwu,"Richard Mofe Damijo,Nse Ikpe Etim,Atunyota Akpobome",
1892,Gaslight (1944),4.7,4637,Prime Video,1944,,George Cukor,"Charles Boyer,Ingrid Bergman",
1893,St. Vincent,4.6,8497,Prime Video,2014,PG-13,Theodore Melfi,"Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd",
1894,Everything You Always Wanted To Know About Sex * But Were Afraid To Ask,4.0,692,Prime Video,1972,R,Woody Allen,"Woody Allen,John Carradine,Lou Jacobi,Louise Lasser",
1895,Redeeming Love,4.6,7837,Prime Video,2022,PG-13,D.J. Caruso,"Nina Dobrev,Eric Dane,Famke Janssen,Tom Lewis",
1896,The Midwife's Deception,4.1,39,Prime Video,2018,,Letia Clouston,"Katie Savoy,Penelope Mitchell,Billy Armstrong",1.99
1897,Mythica: A Quest For Heroes,4.1,1340,Prime Video,2014,,Anne K. Black,"Melanie Stone,Kevin Sorbo,Jake Stormoen,Adam Johnson",
1898,Uncle Frank,4.7,3045,Prime Video,2020,R,Alan Ball,"Paul Bettany,Sophia Lillis,Peter Macdissi,Judy Greer",
1899,Bullet Proof,4.1,529,Prime Video,2022,R,James C. Clayton,"Vinnie Jones,Lina Lecompte,Jame Clayton",
1900,Spirited Away,4.9,27752,Prime Video,2003,PG,Hayao Miyazaki,"Daveigh Chase,Jason Marsden,Suzanne Pleshette",
1901,I Am Dragon,4.7,3738,Prime Video,2017,,Indar Dzhendubaev,"Matvey Lykov,Mariya Poezzhaeva",
1902,Hummingbirds,4.6,196,Prime Video,2013,,Paul Reddish,David Attenborough,
1903,Who Made the Potatoe Salad?,4.2,97,Prime Video,2006,R,Coke Daniels,"Jennia Fredrique,Eddie Griffin,Ella Joyce",
1904,Cahill: U.S. Marshall,4.7,2858,Prime Video,1973,PG,Andrew V. McLaglen,"John Wayne,George Kennedy,Gary Grimes,Neville Brand",3.19
1905,Margrete: Queen of the North (English Dub),4.2,341,Prime Video,2021,,Charlotte Sieling,"Trine Dyrholm,Søren Malling,Jakob Oftebro",
1906,Infinite Storm,4.0,3413,Prime Video,2022,R,Malgorzata Szumowska,"Denis O'Hare,Joshua Rollins",1.99
1907,Farah Diba Pahlavi: The Last Princess,4.0,12,Prime Video,2018,,,Gero Von Boehm,
1908,Butter (2011),4.1,1931,Prime Video,2011,R,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry",
1909,Maze Runner: The Scorch Trials,4.6,33831,Prime Video,2015,PG-13,Wes Ball,"Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster",3.79
1910,xXx: State of the Union,4.5,1355,Prime Video,2005,PG-13,Lee Tamahori,"Ned Schmidtke,Barry Sigismondi,Xzibit,Willem Dafoe",
1911,Love's Second Chance,4.2,85,Prime Video,2022,,David I. Strasser,"Gabrielle Christian,Cody Ray Thompson",
1912,Murderous Minds - The Iceman,4.2,78,Prime Video,2021,,Top 5s,Top 5s,
1913,From Dusk Till Dawn,4.6,6488,Prime Video,1996,R,Robert Rodriguez,"George Clooney,Quentin Tarantino,Harvey Keitel",
1914,Infinite Storm,4.0,3413,Prime Video,2022,R,Malgorzata Szumowska,"Denis O'Hare,Joshua Rollins",1.99
1915,Journey to the West,4.6,1868,Prime Video,2013,PG-13,"Stephen Chow,Derek Kwok","Shu Qi,Wen Zhang,Huang Bo,Show Lo",2.99
1916,Double Daddy,4.2,247,Prime Video,2015,,Lee Friedlander,"Mollee Gray,Brittany Curran,Cameron Palatas",2.99
1917,Immortals,4.6,13561,Prime Video,2011,R,Tarsem Singh,"Henry Cavill,Stephen Dorff,Luke Evans,Isabel Lucas",
1918,Redeeming Love,4.6,7837,Prime Video,2022,PG-13,D.J. Caruso,"Nina Dobrev,Eric Dane,Famke Janssen,Tom Lewis",
1919,Oh My Dog,4.7,26,Prime Video,2022,,Sarov Shanmugam,"Arun Vijay,Arnav Vijay,Vijaykumar,Mahima Nambiar",
1920,Cahill: U.S. Marshall,4.7,2858,Prime Video,1973,PG,Andrew V. McLaglen,"John Wayne,George Kennedy,Gary Grimes,Neville Brand",3.19
1921,Scooby-Doo and the Witch's Ghost,4.9,4978,Prime Video,1999,,Hanna-Barbera,"Scott Innes,Mary Kay Bergman,Frank Welker,B.J. Ward",
1922,One Winter Weekend,4.6,113,Prime Video,2018,,Gary Yates,"Taylor Cole,Nicole Blaine,Jack Turner,Rukiya Bernard",2.99
1923,IT,4.5,62722,Prime Video,2017,R,Andy Muschietti,"Jaeden Lieberher,Bill Skarsgård,Wyatt Oleff",3.79
1924,Cowboy And Movie Star,4.0,1,Prime Video,2023,G,Jim Cliffe,"Toby Levins,MacKenzie Porter,Dave Kenneth MacKinnon",
1925,Pumpkin Pie Wars,4.8,558,Prime Video,2016,,Steven R. Monroe,"Julie Gonzalo,Eric Aragon",0.99
1926,Project: ALF,4.3,19,Prime Video,1996,,Dick Lowry,"Miguel Ferrer,William O'Leary,Jensen Daggett",
1927,Teen Titans Go! To the Movies,4.6,5301,Prime Video,2018,PG,"Aaron Horvath,Peter Rida Michail","Greg Cipes,Scott Menville,Khary Payton,Tara Strong",3.99
1928,True Justice: Vengeance is Mine,4.1,8,Prime Video,2012,,Lauro Chartrand,Steven Seagal,
1929,Camp Cool Kids,4.2,223,Prime Video,2017,PG,Lisa Arnold,"Connor Rosen,Leigh-Allyn Baker,Michael Gross",
1930,Dune (4k Ultra HD + Blu-Ray + Digital) [4K UHD],4.5,42577,4K,,,Denis Villeneuve,"Timothée Chalamet,Rebecca Ferguson,Oscar Isaac",16.99
1931,Universal Classic Monsters: Icons of Horror Collection [4K UHD],4.8,544,4K,,,"James Whale,Tod Browning,George Waggner","Bela Lugosi,Boris Karloff,Claude Rains,Lon Chaney Jr.",29.99
1932,Cody Johnson - Dear Rodeo: The Cody Johnson Story,4.7,636,Prime Video,2021,,Not Specified,Cody Johnson,
1933,Scooby-Doo! Camp Scare,4.7,2187,Prime Video,2016,,Ethan Spaulding,"Frank Welker,Matthew Lillard,Grey DeLisle,Mindy Cohn",3.09
1934,Legend of the Lost Tomb,4.1,6,Prime Video,1997,PG,Johnathan Winfrey,"Stacy Keach,Brock Pierce,Kimberlee Peterson",
1935,Joe,4.3,3381,Prime Video,2014,R,David Gordon Green,"Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Poulter",
1936,Stripped: Las Vegas,5.0,7,Prime Video,2021,,,Marc Ostrick,
1937,Click,4.6,4714,Prime Video,2006,PG-13,Frank Coraci,"Adam Sandler,Kate Beckinsale,Christopher Walken",
1938,Sick of Myself,4.3,55,Prime Video,2023,,Kristoffer Borgli,"Kristine Kujath Thorp,Eirik Sæther,Fanny Vaager",
1939,Insidious: Chapter 2,4.6,15534,Prime Video,2013,PG-13,James Wan,"Patrick Wilson,Barbara Hershey,Rose Byrne,Lin Shaye",
1940,Moonraker,4.6,2555,Prime Video,1979,PG,Lewis Gilbert,"Roger Moore,Lois Chiles,Corinne Cléry",
1941,The Sound of 007,4.4,118,Prime Video,2022,,,Mat Whitecross,
1942,Above Suspicion,4.3,15,Prime Video,2000,,Stephen LaRocque,"Scott Bakula,Annabella Sciorra,George Dzunda",
1943,Love Lessons,4.4,25,Prime Video,2000,,Douglas Barr,"Patty Duke,Ronny Cox,Max Martini,Beverley Elliott",
1944,The Prestige,4.7,10404,Prime Video,2006,PG-13,Christopher Nolan,"Hugh Jackman,Christian Bale,Michael Caine",3.79
1945,Spirited Away,4.9,27752,Prime Video,2003,PG,Hayao Miyazaki,"Daveigh Chase,Jason Marsden,Suzanne Pleshette",
1946,Marked for Death,4.6,3034,Prime Video,1990,R,Dwight H. Little,"Steven Seagal,Basil Wallace,Keith David,Joanna Pacula",3.79
1947,Christmas Cartoons: 14 Christmas Cartoon Classics - 2 Hours of Holiday Favorites,4.0,722,Prime Video,2016,,Max Fleischer,"Paul Wing,Rudolph the Red-Nosed Reindeer,Santa Claus",
1948,John Grisham's The Rainmaker,4.7,3749,Prime Video,1997,PG-13,Francis Ford Coppola,"Matt Damon,Claire Danes,Jon Voight,Mary Kay Place",4.29
1949,The Rugrats Movie,4.8,1349,Prime Video,1998,G,"Igor Kovalyov,Norton Virgien","Elizabeth Daily,Christine Cavanaugh,Kath Soucie",3.99
1950,Jeff Dunham: Minding The Monsters,4.5,93,Prime Video,2012,,"Manny Rodriguez,Matthew McNeil",Jeff Dunham,
1951,Indiana Jones and the Raiders of the Lost Ark,4.8,8604,Prime Video,1981,PG,Steven Spielberg,"Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey",3.39
1952,Gifted,4.7,16647,Prime Video,2017,PG-13,Marc Webb,"Mckenna Grace,Chris Evans,Lindsay Duncan",3.99
1953,Christmas on the Bayou,4.3,308,Prime Video,2013,,Leslie Hope,"Hilarie Burton,Tyler Hilton,Randy Travis",1.99
1954,Universal Classic Monsters: Icons of Horror Collection (The Mummy / The Bride of Frankenstein / Phantom of the Opera / Creature from the Black Lagoon) [4K UHD],4.8,183,4K,,,"Arthur Lubin,Karl Freund,Jack Arnold,James Whale","Boris Karloff,Richard Carlson,Nelson Eddy",29.99
1955,Vicky Cristina Barcelona,4.5,2631,Prime Video,2008,PG-13,Woody Allen,"Rebecca Hall,Scarlett Johansson,Penelope Cruz",3.99
1956,Universal Soldier,4.6,2053,Prime Video,1992,R,Roland Emmerich,"Jean-Claude Van Damme,Dolph Lundgren,Ally Walker",5.99
1957,George and the Dragon,4.0,117,Prime Video,2006,PG,Tom Reeve,"James Purefoy,Piper Perabo,Patrick Swayze",
1958,Hummingbirds,4.6,196,Prime Video,2013,,Paul Reddish,David Attenborough,
1959,John Wick: Chapter 4 [Blu-ray],4.6,41478,Blu-ray,,,,"Keanu Reeves,Lance Reddick",19.96
1960,Revenge of the Nerds,4.8,1640,Prime Video,1984,R,Jeff Kanew,"Robert Carradine,Anthony Edwards,Ted McGinley",
1961,Padmaavat,4.2,942,Prime Video,2018,,Sanjay Leela Bhansali,"Deepika Padukone,Ranveer Singh,Shahid Kapoor",
1962,Blood and Chocolate,4.5,872,Prime Video,2007,PG-13,Katja Von Garnier,"Agnes Bruckner,Hugh Dancy,Bogdan Voda,Bryan Dick",
1963,Mythica: A Quest For Heroes,4.1,1340,Prime Video,2014,,Anne K. Black,"Melanie Stone,Kevin Sorbo,Jake Stormoen,Adam Johnson",
1964,The Perfect Game,4.8,1753,Prime Video,2010,PG,William Dear,"Clifton Collins Jr.,Cheech Marin,Moises Arias",2.99
1965,Halloween III: Season of the Witch,4.3,5093,Prime Video,1982,R,Tommy Lee Wallace,"Tom Atkins,Stacey Nelkin,Dan O'Herlihy",2.99
1966,Sherlock Gnomes,4.6,4706,Prime Video,2018,PG,John Stevenson,"Emily Blunt,Johnny Depp",3.79
1967,Carmen & Lola,4.0,168,Prime Video,2023,,Arantxa Echevarría,"Zaira Romero,Rosy Rodríguez",
1968,One Special Night,4.7,1488,Prime Video,1999,,Roger Young,"James Garner,Julie Andrews",1.99
1969,Trains: Two Centuries of Innovation,4.1,4,Prime Video,2017,,,"Cyrille Massey,Sigrid Clément",
1970,Courage Mountain,4.6,269,Prime Video,1990,PG-13,LeitchChristopher,Sheen Charlie Caron Leslie Caton Juliette,3.99
1971,Tankers,4.2,349,Prime Video,2018,,Konstantin Maksimov,"Andrey Chernyshov,Vladimir Epifantsev",
1972,The Dark Knight Rises,4.7,31341,Prime Video,2012,PG-13,Christopher Nolan,"Christian Bale,Michael Caine,Gary Oldman",
1973,Quarantine,4.4,3376,Prime Video,2008,R,John Erick Dowdle,"Jennifer Carpenter,Jay Hernandez,Columbus Short",3.99
1974,Signs,4.7,14322,Prime Video,2002,PG-13,M. Night Shyamalan,"Mel Gibson,Joaquin Phoenix",
1975,Crawlspace,4.1,803,Prime Video,2022,R,L. Gustavo Cooper,"Henry Thomas,Bradley Stryker,Jennifer Robertson",3.99
1976,The Shootist,4.8,2298,Prime Video,1976,,Don Siegel,"John Wayne,Lauren Bacall",3.99
1977,A Tale Of Two Cities,4.4,252,Prime Video,1980,,Jim Goddard,"Chris Sarandon,Peter Cushing",
1978,Ground Control,4.3,381,Prime Video,1999,PG-13,Richard Howard,"Kiefer Sutherland,Robert Sean Leonard,Kelly McGillis",
1979,True Grit,4.7,7109,Prime Video,2010,PG-13,Ethan Coen,"Jeff Bridges,Matt Damon,Josh Brolin,Hailee Steinfeld",
1980,In The Heat Of The Night (1967),4.8,4679,Prime Video,1967,,---,"Rod Steiger,Sidney Poitier",
1981,MYSTERY OF HER,4.0,749,Prime Video,2022,,Nicholas DiBella,"Andrea Figliomeni,Winter Andrews,Nicolette Hart",2.99
1982,The Wicker Man (1973),4.5,2636,Prime Video,1974,R,Robin Hardy,"Edward Woodward,Diane Cilento,Britt Ekland",
1983,TMNT,4.6,2505,Prime Video,2007,PG,Kevin Munroe,"Chris Evans,Sarah Michelle Gellar,Mako,Kevin Smith",2.89
